url,category_code,category_description
http://e-coms.ru/101/,DATE,Dating
http://e-hack.eu/bramka_proxy/,HACK,Hacking
http://en.wordpress.com/tag/youtube-proxy/,ANON,Anonymizers and circumvention
http://exmuslim.wordpress.com,REL,"Religious conversion, commentary and criticism"
http://facebooking101.com/facebook-proxy.php,ANON,Anonymizers and circumvention
http://fifabola.com,GMB,Gambling
http://finance.groups.yahoo.com/group/hidden-men/,ANON,Anonymizers and circumvention
http://forums.sawomatang.net,GRP,Groups and social networking
http://gayindonesiaforum.com,GAYL,Gay-lesbian
http://groups.google.com/group/free-proxy-list-update-daily?pli=1,MMED,Multimedia sharing
http://ilga.org,GAYL,Gay-lesbian
http://indolucky7.com,GMB,Gambling
http://indonbodoh.blogspot.com,POLR,Political reform
http://indonesia.faithfreedom.org/doc/,REL,"Religious conversion, commentary and criticism"
http://indonesia.faithfreedom.org/forum/muhammad-bukan-nabi-t1901/,REL,"Religious conversion, commentary and criticism"
http://internet-positif.org,MISC,Miscellaneous
http://islamexpose.blogspot.com,REL,"Religious conversion, commentary and criticism"
http://islammurtad.blogspot.com,REL,"Religious conversion, commentary and criticism"
http://komiknabimuhammad.blogspot.com,REL,"Religious conversion, commentary and criticism"
http://kostenlose-toplisten.de,REL,"Religious conversion, commentary and criticism"
http://maps.google.com,POLT,Political transformation
http://muhammadture.com,REL,"Religious conversion, commentary and criticism"
http://mupeng.com/forums/198-18-Tahun-Aza,HOST,Web hosting sites and portals
http://myspacefilez.net/glype/,ANON,Anonymizers and circumvention
http://novel4u.com,PROV,Provocative attire
http://pasarbola.net,GMB,Gambling
http://pasarbola2.com,GMB,Gambling
http://pass-fan.com/faq.php,GRP,Groups and social networking
http://passvipclub.com,GRP,Groups and social networking
http://perfectass.ws/proxy/,ANON,Anonymizers and circumvention
http://phproxy.nl/phproxy-sites.html,ANON,Anonymizers and circumvention
http://profilselebryti.blogspot.com,PROV,Provocative attire
http://proxy-tool.com/proxy-list-sources/links.html,ANON,Anonymizers and circumvention
http://rajatangkas.com,MISC,Miscellaneous
http://remainanonymouse.co.cc,MISC,Miscellaneous
http://rockmyspace.info/proxy,ANON,Anonymizers and circumvention
http://rosinstrument.com/proxy/,ANON,Anonymizers and circumvention
http://s5h.net/wiki/Proxys,ANON,Anonymizers and circumvention
http://schnarre-monika.celebrityblog.net/cache.cgi,FEXP,Free expression and media freedom
http://show-ip.net/proxy/,ANON,Anonymizers and circumvention
http://softsia.com/proxy-download-1.html,ANON,Anonymizers and circumvention
http://sourceforge.net/projects/mixmaster/,ANON,Anonymizers and circumvention
http://sskb.cn/proxy/,ANON,Anonymizers and circumvention
http://taruhan.org,GMB,Gambling
http://tech.groups.yahoo.com/group/ProxInbox/,ANON,Anonymizers and circumvention
http://tech.groups.yahoo.com/group/proxyheaven/,ANON,Anonymizers and circumvention
http://tech.groups.yahoo.com/group/SilentBrowse/,ANON,Anonymizers and circumvention
http://tech.groups.yahoo.com/group/webprivacy/,ANON,Anonymizers and circumvention
http://tech.groups.yahoo.com/group/yadailyproxy/,ANON,Anonymizers and circumvention
http://theoldtigersden.com,GRP,Groups and social networking
http://thequran.com,REL,"Religious conversion, commentary and criticism"
http://thetechpoint.blogspot.com/2008/02/30-myspace-youtube-facebook-proxy-list.html,ANON,Anonymizers and circumvention
http://thetend.com,MMED,Multimedia sharing
http://timtribu.net/surf/,ANON,Anonymizers and circumvention
http://trik.com/forum/showthread.php/proxy_list-20200.html,GRP,Groups and social networking
http://trulyislam.blogspot.com,REL,"Religious conversion, commentary and criticism"
http://twitter.com/Centurian,ANON,Anonymizers and circumvention
http://twitter.com/circumventors,ANON,Anonymizers and circumvention
http://uanon.com,GRP,Groups and social networking
http://wiki.nl.am/index2.php,ANON,Anonymizers and circumvention
http://www.1costaricalink.com,COMM,E-commerce
http://www.agenbola.com,GMB,Gambling
http://www.agent234.com,GMB,Gambling
http://www.answering-islam.org,FEXP,Free expression and media freedom
http://www.arabchurch.com,FEXP,Free expression and media freedom
http://www.asianbookie.com/ch/index.cfm?,GRP,Groups and social networking
http://www.baliautrement.com,FEXP,Free expression and media freedom
http://www.blogcatalog.com/blogs/free-proxies-list,ANON,Anonymizers and circumvention
http://www.blogcatalog.com/explore/posts/unblocker,ANON,Anonymizers and circumvention
http://www.charliehebdo.fr,FEXP,Free expression and media freedom
http://www.dsnextgen.com/?design_id=4&domainname=information.com&a_id=14840,SRCH,Search engines
http://www.ehow.com/how_7440289_use-go-pass-proxy.html,FEXP,Free expression and media freedom
http://www.facebook.com/pages/alya-cewe-bispak/123938400970289?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Bispak-Jakarta/108873229149184?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Bispak-Jogja/177547173002?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Cewe-Bispak-Sange/126505627375994?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Cewek-bispak-dan-tante-girang/121514147878433?ref=search,PROV,Provocative attire
http://www.facebook.com/pages/CEWEK-BISPAK-MAHAL/123558811008406?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Download-Film/262816836779,GRP,Groups and social networking
http://www.facebook.com/pages/Feifei-fairy/142143705807604,GRP,Groups and social networking
http://www.facebook.com/pages/FORUM-KOMUNIKASI-BISPAK/103780502993519?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Hentikan-Kebiadaban-Muslim-akibat-Ajaran-Sesat-Muhammad/140454522643388,GRP,Groups and social networking
http://www.facebook.com/pages/Memek-Bispak-Selalu/141092349236239?ref=search,GRP,Groups and social networking
http://www.facebook.com/pages/Mengenal-Islam/115734691779944,GRP,Groups and social networking
http://www.facebookasciiart.com,GRP,Groups and social networking
http://www.faithfreedom.org,FEXP,Free expression and media freedom
http://www.faqs.org/faqs/by-newsgroup/alt/,FEXP,Free expression and media freedom
http://www.fotoartis.in,PROV,Provocative attire
http://www.gajahnungging.com,GRP,Groups and social networking
http://www.heavens-lounge.net/lounge/,BLGSERV,Blogging domains and blogging services
http://www.indoagen.com,GMB,Gambling
http://www.knowledgesutra.com/forums/topic/38388-proxy-list/,ANON,Anonymizers and circumvention
http://www.krucil.com/forumdisplay.php?f=5,COMM,E-commerce
http://www.mahasiswaonline.info,FEXP,Free expression and media freedom
http://www.ph-store.com,COMM,E-commerce
http://www.prospector.cz/Free-Internet-services/Web-proxy/,ANON,Anonymizers and circumvention
http://www.proxycap.com/proxychecker.html,ANON,Anonymizers and circumvention
http://www.qbit.it/lab/web.php,ANON,Anonymizers and circumvention
http://www.richarddawkins.net,FEXP,Free expression and media freedom
http://www.sahabatsejati.com/kumpulan/cerita-panas-abg.html,PROV,Provocative attire
http://www.servermind.com/network.html,COMM,E-commerce
http://www.similarr.com/Ssl-Proxy-Sites,ANON,Anonymizers and circumvention
http://www.smog.pl,PROV,Provocative attire
http://www.sms4u.in/net/,COMM,E-commerce
http://www.stumbleupon.com/discover/youtube-proxy/,ANON,Anonymizers and circumvention
http://www.suarakita.org,GAYL,Gay-lesbian
http://www.tech-faq.com/new-proxies.html,ANON,Anonymizers and circumvention
http://www.tech-faq.com/proxy.html,ANON,Anonymizers and circumvention
http://www.thefreecountry.com/security/anonymous.shtml,ANON,Anonymizers and circumvention
http://www.warungbebas.com,FEXP,Free expression and media freedom
http://www.widgetbox.com/widget/anonim-online-proxy,ANON,Anonymizers and circumvention
http://www.zimbio.com/Celebrity+News+and+Gossip/articles/qOL2KTVk0p2/Foto+Bugil+Cynthiara+Alona+di+Majalah+Play,PROV,Provocative attire
http://www.zimbio.com/Free+proxy+sites/articles/130/Free+youtube+Proxy,ANON,Anonymizers and circumvention
http://xssnews.ru/index.php,GRP,Groups and social networking
http://zheg.nastie.co.uk,GAME,Gaming
http://zixzaxteam.net,GRP,Groups and social networking
https://addons.mozilla.org/de/firefox/addon/5833/,ANON,Anonymizers and circumvention
